4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
30min 4sU,SRR8724326,RNA-Seq,302,168490028,PRJNA526921,SAMN11121876,69388501,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517533,GSM3670120,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670120,Jurkat,SRP188374
30min 4sU,SRR8724327,RNA-Seq,302,320432872,PRJNA526921,SAMN11121875,131877719,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517534,GSM3670121,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670121,Jurkat,SRP188374
30min 4sU,SRR8724328,RNA-Seq,302,404421790,PRJNA526921,SAMN11121874,166661611,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517535,GSM3670122,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670122,Jurkat,SRP188374
30min 4sU,SRR8724329,RNA-Seq,302,550496774,PRJNA526921,SAMN11121873,225952978,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517536,GSM3670123,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670123,Jurkat,SRP188374
no 4sU labelling,SRR8724330,RNA-Seq,302,912561554,PRJNA526921,SAMN11121872,374673774,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517537,GSM3670124,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670124,Jurkat,SRP188374
30min 4sU,SRR8724331,RNA-Seq,302,676277056,PRJNA526921,SAMN11121871,276389226,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517538,GSM3670125,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670125,Jurkat,SRP188374
30min 4sU,SRR8724332,RNA-Seq,302,796798008,PRJNA526921,SAMN11121870,326658567,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517539,GSM3670126,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670126,Jurkat,SRP188374
30min 4sU,SRR8724333,RNA-Seq,302,847576892,PRJNA526921,SAMN11121869,347778192,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517540,GSM3670127,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670127,Jurkat,SRP188374
no 4sU labelling,SRR8724334,RNA-Seq,302,1148160512,PRJNA526921,SAMN11121868,471195894,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517541,GSM3670128,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670128,Jurkat,SRP188374
30min 4sU,SRR8724335,RNA-Seq,302,943506890,PRJNA526921,SAMN11121867,386187406,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517542,GSM3670129,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670129,Jurkat,SRP188374
30min 4sU,SRR8724336,RNA-Seq,302,937808150,PRJNA526921,SAMN11121866,384179687,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517543,GSM3670130,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670130,Jurkat,SRP188374
30min 4sU,SRR8724337,RNA-Seq,302,965278674,PRJNA526921,SAMN11121865,394038033,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517544,GSM3670131,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670131,Jurkat,SRP188374
30min 4sU,SRR8724338,RNA-Seq,302,896291606,PRJNA526921,SAMN11121864,369233303,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517545,GSM3670132,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670132,Jurkat,SRP188374
30min 4sU,SRR8724339,RNA-Seq,302,904097098,PRJNA526921,SAMN11121860,370305156,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517546,GSM3670133,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670133,Jurkat,SRP188374
30min 4sU,SRR8724340,RNA-Seq,302,768875692,PRJNA526921,SAMN11120800,315315795,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517547,GSM3670134,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670134,Jurkat,SRP188374
30min 4sU,SRR8724341,RNA-Seq,302,836960082,PRJNA526921,SAMN11120799,341599457,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517548,GSM3670135,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670135,Jurkat,SRP188374
no 4sU labelling,SRR8724342,RNA-Seq,302,863427362,PRJNA526921,SAMN11120798,354936165,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517549,GSM3670136,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670136,Jurkat,SRP188374
30min 4sU,SRR8724343,RNA-Seq,302,655045550,PRJNA526921,SAMN11120797,267573314,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517550,GSM3670137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670137,Jurkat,SRP188374
30min 4sU,SRR8724344,RNA-Seq,302,735415300,PRJNA526921,SAMN11121863,300666955,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517551,GSM3670138,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670138,Jurkat,SRP188374
30min 4sU,SRR8724345,RNA-Seq,302,869815568,PRJNA526921,SAMN11121862,356930919,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517552,GSM3670139,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670139,Jurkat,SRP188374
no 4sU labelling,SRR8724346,RNA-Seq,302,936100340,PRJNA526921,SAMN11121861,383575080,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517553,GSM3670140,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670140,Jurkat,SRP188374
30min 4sU,SRR8724347,RNA-Seq,302,905583240,PRJNA526921,SAMN11120796,371074221,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517554,GSM3670141,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670141,Jurkat,SRP188374
30min 4sU,SRR8724348,RNA-Seq,302,797403820,PRJNA526921,SAMN11120795,326938363,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517555,GSM3670142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670142,Jurkat,SRP188374
30min 4sU,SRR8724349,RNA-Seq,302,955778358,PRJNA526921,SAMN11120794,391914412,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517556,GSM3670143,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670143,Jurkat,SRP188374
30min 4sU,SRR8724350,RNA-Seq,302,358018886,PRJNA526921,SAMN11120793,146323719,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517557,GSM3670144,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670144,Jurkat,SRP188374
30min 4sU,SRR8724351,RNA-Seq,302,869451658,PRJNA526921,SAMN11120792,356287099,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517558,GSM3670145,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670145,Jurkat,SRP188374
30min 4sU,SRR8724352,RNA-Seq,302,762411684,PRJNA526921,SAMN11120791,312020418,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517559,GSM3670146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670146,Jurkat,SRP188374
30min 4sU,SRR8724353,RNA-Seq,302,782141646,PRJNA526921,SAMN11120790,319937558,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517560,GSM3670147,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670147,Jurkat,SRP188374
no 4sU labelling,SRR8724354,RNA-Seq,302,915329686,PRJNA526921,SAMN11121846,374562166,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517561,GSM3670148,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670148,Jurkat,SRP188374
30min 4sU,SRR8724355,RNA-Seq,302,598561886,PRJNA526921,SAMN11121845,244827635,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517562,GSM3670149,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670149,Jurkat,SRP188374
30min 4sU,SRR8724356,RNA-Seq,302,783145494,PRJNA526921,SAMN11121844,321652599,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517563,GSM3670150,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670150,Jurkat,SRP188374
30min 4sU,SRR8724357,RNA-Seq,302,796901896,PRJNA526921,SAMN11121843,326874583,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517564,GSM3670151,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670151,Jurkat,SRP188374
no 4sU labelling,SRR8724358,RNA-Seq,302,892640426,PRJNA526921,SAMN11121842,366487916,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517565,GSM3670152,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670152,Jurkat,SRP188374
30min 4sU,SRR8724359,RNA-Seq,302,837601530,PRJNA526921,SAMN11121841,343197978,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517566,GSM3670153,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670153,Jurkat,SRP188374
30min 4sU,SRR8724360,RNA-Seq,302,725307964,PRJNA526921,SAMN11121840,297772171,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517567,GSM3670154,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670154,Jurkat,SRP188374
30min 4sU,SRR8724361,RNA-Seq,302,844692490,PRJNA526921,SAMN11121839,344946840,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517568,GSM3670155,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670155,Jurkat,SRP188374
30min 4sU,SRR8724362,RNA-Seq,302,817114152,PRJNA526921,SAMN11121838,334974996,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517569,GSM3670156,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670156,Jurkat,SRP188374
30min 4sU,SRR8724363,RNA-Seq,302,818490668,PRJNA526921,SAMN11121837,334773483,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517570,GSM3670157,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670157,Jurkat,SRP188374
30min 4sU,SRR8724364,RNA-Seq,302,660638288,PRJNA526921,SAMN11120836,271410194,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517571,GSM3670158,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670158,Jurkat,SRP188374
30min 4sU,SRR8724365,RNA-Seq,302,773804332,PRJNA526921,SAMN11120835,315078709,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517572,GSM3670159,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670159,Jurkat,SRP188374
no 4sU labelling,SRR8724366,RNA-Seq,302,951207588,PRJNA526921,SAMN11120834,388797450,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517573,GSM3670160,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670160,Jurkat,SRP188374
30min 4sU,SRR8724367,RNA-Seq,302,676758746,PRJNA526921,SAMN11120832,275978040,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517574,GSM3670161,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670161,Jurkat,SRP188374
30min 4sU,SRR8724368,RNA-Seq,302,858202762,PRJNA526921,SAMN11120831,351572671,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517575,GSM3670162,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670162,Jurkat,SRP188374
30min 4sU,SRR8724369,RNA-Seq,302,926121958,PRJNA526921,SAMN11120830,379272619,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517576,GSM3670163,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670163,Jurkat,SRP188374
no 4sU labelling,SRR8724370,RNA-Seq,302,943601416,PRJNA526921,SAMN11120829,386897010,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517577,GSM3670164,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670164,Jurkat,SRP188374
30min 4sU,SRR8724371,RNA-Seq,302,927717424,PRJNA526921,SAMN11120828,379748812,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517578,GSM3670165,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670165,Jurkat,SRP188374
30min 4sU,SRR8724372,RNA-Seq,302,804301802,PRJNA526921,SAMN11120766,330918852,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517579,GSM3670166,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670166,Jurkat,SRP188374
30min 4sU,SRR8724373,RNA-Seq,302,992569508,PRJNA526921,SAMN11120765,404562008,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517580,GSM3670167,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670167,Jurkat,SRP188374
30min 4sU,SRR8724374,RNA-Seq,302,875379012,PRJNA526921,SAMN11120827,360908822,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517581,GSM3670168,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670168,Jurkat,SRP188374
30min 4sU,SRR8724375,RNA-Seq,302,942310064,PRJNA526921,SAMN11120770,385721890,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517582,GSM3670169,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670169,Jurkat,SRP188374
30min 4sU,SRR8724376,RNA-Seq,302,813121712,PRJNA526921,SAMN11120769,333669888,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517583,GSM3670170,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670170,Jurkat,SRP188374
30min 4sU,SRR8724377,RNA-Seq,302,869137880,PRJNA526921,SAMN11120768,354038106,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517584,GSM3670171,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670171,Jurkat,SRP188374
no 4sU labelling,SRR8724378,RNA-Seq,302,876138542,PRJNA526921,SAMN11120767,359264223,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517585,GSM3670172,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670172,Jurkat,SRP188374
30min 4sU,SRR8724379,RNA-Seq,302,589080294,PRJNA526921,SAMN11120764,241553163,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517586,GSM3670173,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670173,Jurkat,SRP188374
30min 4sU,SRR8724380,RNA-Seq,302,665768664,PRJNA526921,SAMN11120763,272674095,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517587,GSM3670174,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670174,Jurkat,SRP188374
30min 4sU,SRR8724381,RNA-Seq,302,742698936,PRJNA526921,SAMN11120762,304112013,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517588,GSM3670175,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670175,Jurkat,SRP188374
no 4sU labelling,SRR8724382,RNA-Seq,302,880851554,PRJNA526921,SAMN11120761,359739405,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517589,GSM3670176,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670176,Jurkat,SRP188374
30min 4sU,SRR8724383,RNA-Seq,302,876167534,PRJNA526921,SAMN11120820,359502642,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517590,GSM3670177,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670177,Jurkat,SRP188374
30min 4sU,SRR8724384,RNA-Seq,302,689626966,PRJNA526921,SAMN11120819,283185120,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517591,GSM3670178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670178,Jurkat,SRP188374
30min 4sU,SRR8724385,RNA-Seq,302,925123546,PRJNA526921,SAMN11120818,377526858,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517592,GSM3670179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670179,Jurkat,SRP188374
30min 4sU,SRR8724386,RNA-Seq,302,775183264,PRJNA526921,SAMN11120817,318247205,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517593,GSM3670180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670180,Jurkat,SRP188374
30min 4sU,SRR8724387,RNA-Seq,302,885826098,PRJNA526921,SAMN11120816,361234052,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517594,GSM3670181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670181,Jurkat,SRP188374
30min 4sU,SRR8724388,RNA-Seq,302,628017154,PRJNA526921,SAMN11120815,257951052,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517595,GSM3670182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670182,Jurkat,SRP188374
30min 4sU,SRR8724389,RNA-Seq,302,644006242,PRJNA526921,SAMN11120814,262590808,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517596,GSM3670183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670183,Jurkat,SRP188374
no 4sU labelling,SRR8724390,RNA-Seq,302,1034221348,PRJNA526921,SAMN11120813,425456223,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517597,GSM3670184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670184,Jurkat,SRP188374
30min 4sU,SRR8724391,RNA-Seq,302,670362386,PRJNA526921,SAMN11120812,272926831,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517598,GSM3670185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670185,Jurkat,SRP188374
30min 4sU,SRR8724392,RNA-Seq,302,820050800,PRJNA526921,SAMN11120811,334669308,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517599,GSM3670186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670186,Jurkat,SRP188374
